year,month,department,buildingName,energyUsage,energyType
2017,January,Department of Corrections,BVCC Heat Plant - Gas,14517,natural gas
2017,February,Department of Corrections,BVCC Heat Plant - Gas,11100,natural gas
2017,March,Department of Corrections,BVCC Heat Plant - Gas,10140,natural gas
2017,April,Department of Corrections,BVCC Heat Plant - Gas,9183,natural gas
2017,May,Department of Corrections,BVCC Heat Plant - Gas,8480,natural gas
2017,June,Department of Corrections,BVCC Heat Plant - Gas,6286,natural gas
2016,July,Department of Corrections,BVCC Smaller Accounts - Gas,119,natural gas
2016,August,Department of Corrections,BVCC Smaller Accounts - Gas,122,natural gas
2016,September,Department of Corrections,BVCC Smaller Accounts - Gas,244,natural gas
2016,October,Department of Corrections,BVCC Smaller Accounts - Gas,409,natural gas
2016,November,Department of Corrections,BVCC Smaller Accounts - Gas,553,natural gas
2016,December,Department of Corrections,BVCC Smaller Accounts - Gas,866,natural gas
2017,January,Department of Corrections,BVCC Smaller Accounts - Gas,980,natural gas
2017,February,Department of Corrections,BVCC Smaller Accounts - Gas,711,natural gas
2017,March,Department of Corrections,BVCC Smaller Accounts - Gas,649,natural gas
2017,April,Department of Corrections,BVCC Smaller Accounts - Gas,524,natural gas
2017,May,Department of Corrections,BVCC Smaller Accounts - Gas,458,natural gas
2017,June,Department of Corrections,BVCC Smaller Accounts - Gas,239,natural gas
2016,July,Department of Corrections,CC Warehouse,0,natural gas
2016,August,Department of Corrections,CC Warehouse,0,natural gas
2016,September,Department of Corrections,CC Warehouse,0,natural gas
2016,October,Department of Corrections,CC Warehouse,31,natural gas
2016,November,Department of Corrections,CC Warehouse,182,natural gas
2016,December,Department of Corrections,CC Warehouse,360,natural gas
2017,January,Department of Corrections,CC Warehouse,339,natural gas
2017,February,Department of Corrections,CC Warehouse,220,natural gas
2017,March,Department of Corrections,CC Warehouse,158,natural gas
2017,April,Department of Corrections,CC Warehouse,108,natural gas
2017,May,Department of Corrections,CC Warehouse,43,natural gas
2017,June,Department of Corrections,CC Warehouse,2,natural gas
2016,July,Department of Corrections,CC Armory,1,natural gas
2016,August,Department of Corrections,CC Armory,1,natural gas
2016,September,Department of Corrections,CC Armory,1,natural gas
2016,October,Department of Corrections,CC Armory,6,natural gas
2016,November,Department of Corrections,CC Armory,27,natural gas
2016,December,Department of Corrections,CC Armory,77,natural gas
2017,January,Department of Corrections,CC Armory,65,natural gas
2017,February,Department of Corrections,CC Armory,37,natural gas
2017,March,Department of Corrections,CC Armory,23,natural gas
2017,April,Department of Corrections,CC Armory,15,natural gas
2017,May,Department of Corrections,CC Armory,7,natural gas
2017,June,Department of Corrections,CC Armory,1,natural gas
2016,July,Department of Corrections,CCi CCC,11,natural gas
2016,August,Department of Corrections,CCi CCC,10,natural gas
2016,September,Department of Corrections,CCi CCC,15,natural gas
2016,October,Department of Corrections,CCi CCC,44,natural gas
2016,November,Department of Corrections,CCi CCC,69,natural gas
2016,December,Department of Corrections,CCi CCC,231,natural gas
2017,January,Department of Corrections,CCi CCC,312,natural gas
2017,February,Department of Corrections,CCi CCC,215,natural gas
2017,March,Department of Corrections,CCi CCC,176,natural gas
2017,April,Department of Corrections,CCi CCC,118,natural gas
2017,May,Department of Corrections,CCi CCC,80,natural gas
2017,June,Department of Corrections,CCi CCC,34,natural gas
2016,July,Department of Corrections,Centennial Correctional Facility,1155,natural gas
2016,August,Department of Corrections,Centennial Correctional Facility,1249,natural gas
2016,September,Department of Corrections,Centennial Correctional Facility,1214,natural gas
2016,October,Department of Corrections,Centennial Correctional Facility,2027,natural gas
2016,November,Department of Corrections,Centennial Correctional Facility,3088,natural gas
2016,December,Department of Corrections,Centennial Correctional Facility,4895,natural gas
2017,January,Department of Corrections,Centennial Correctional Facility,4673,natural gas
2017,February,Department of Corrections,Centennial Correctional Facility,2932,natural gas
2017,March,Department of Corrections,Centennial Correctional Facility,2517,natural gas
2017,April,Department of Corrections,Centennial Correctional Facility,2243,natural gas
2017,May,Department of Corrections,Centennial Correctional Facility,1847,natural gas
2017,June,Department of Corrections,Centennial Correctional Facility,1326,natural gas
2016,July,Department of Corrections,CI Canon Correctional Industries,1889,natural gas
2016,August,Department of Corrections,CI Canon Correctional Industries,2206,natural gas
2016,September,Department of Corrections,CI Canon Correctional Industries,2613,natural gas
2016,October,Department of Corrections,CI Canon Correctional Industries,4048,natural gas
2016,November,Department of Corrections,CI Canon Correctional Industries,5220,natural gas
2016,December,Department of Corrections,CI Canon Correctional Industries,7470,natural gas
2017,January,Department of Corrections,CI Canon Correctional Industries,7588,natural gas
2017,February,Department of Corrections,CI Canon Correctional Industries,5557,natural gas
2017,March,Department of Corrections,CI Canon Correctional Industries,5110,natural gas
2017,April,Department of Corrections,CI Canon Correctional Industries,4479,natural gas
2017,May,Department of Corrections,CI Canon Correctional Industries,3324,natural gas
2017,June,Department of Corrections,CI Canon Correctional Industries,1962,natural gas
2016,July,Department of Corrections,CID 121 Main,0,natural gas
2016,August,Department of Corrections,CID 121 Main,0,natural gas
2016,September,Department of Corrections,CID 121 Main,0,natural gas
2016,October,Department of Corrections,CID 121 Main,2,natural gas
2016,November,Department of Corrections,CID 121 Main,9,natural gas
2016,December,Department of Corrections,CID 121 Main,28,natural gas
2017,January,Department of Corrections,CID 121 Main,25,natural gas
2017,February,Department of Corrections,CID 121 Main,14,natural gas
2017,March,Department of Corrections,CID 121 Main,10,natural gas
2017,April,Department of Corrections,CID 121 Main,7,natural gas
2017,May,Department of Corrections,CID 121 Main,3,natural gas
2017,June,Department of Corrections,CID 121 Main,0,natural gas
2016,July,Department of Corrections,Colorado State Penitentiary II,300,natural gas
2016,August,Department of Corrections,Colorado State Penitentiary II,314,natural gas
2016,September,Department of Corrections,Colorado State Penitentiary II,302,natural gas
2016,October,Department of Corrections,Colorado State Penitentiary II,351,natural gas
2016,November,Department of Corrections,Colorado State Penitentiary II,322,natural gas
2016,December,Department of Corrections,Colorado State Penitentiary II,352,natural gas
2017,January,Department of Corrections,Colorado State Penitentiary II,346,natural gas
2017,February,Department of Corrections,Colorado State Penitentiary II,305,natural gas
2017,March,Department of Corrections,Colorado State Penitentiary II,362,natural gas
2017,April,Department of Corrections,Colorado State Penitentiary II,363,natural gas
2017,May,Department of Corrections,Colorado State Penitentiary II,392,natural gas
2017,June,Department of Corrections,Colorado State Penitentiary II,427,natural gas
2016,July,Department of Corrections,Corrections CCC,155,natural gas
2016,August,Department of Corrections,Corrections CCC,138,natural gas
2016,September,Department of Corrections,Corrections CCC,164,natural gas
2016,October,Department of Corrections,Corrections CCC,206,natural gas
2016,November,Department of Corrections,Corrections CCC,268,natural gas
2016,December,Department of Corrections,Corrections CCC,664,natural gas
2017,January,Department of Corrections,Corrections CCC,852,natural gas
2017,February,Department of Corrections,Corrections CCC,590,natural gas
2017,March,Department of Corrections,Corrections CCC,542,natural gas
2017,April,Department of Corrections,Corrections CCC,384,natural gas
2017,May,Department of Corrections,Corrections CCC,320,natural gas
2017,June,Department of Corrections,Corrections CCC,253,natural gas
2016,July,Department of Corrections,Craig Parole Office,0,natural gas
2016,August,Department of Corrections,Craig Parole Office,0,natural gas
2016,September,Department of Corrections,Craig Parole Office,0,natural gas
2016,October,Department of Corrections,Craig Parole Office,2,natural gas
2016,November,Department of Corrections,Craig Parole Office,8,natural gas
2016,December,Department of Corrections,Craig Parole Office,17,natural gas
2017,January,Department of Corrections,Craig Parole Office,15,natural gas
2017,February,Department of Corrections,Craig Parole Office,11,natural gas
2017,March,Department of Corrections,Craig Parole Office,7,natural gas
2017,April,Department of Corrections,Craig Parole Office,5,natural gas
2017,May,Department of Corrections,Craig Parole Office,2,natural gas
2017,June,Department of Corrections,Craig Parole Office,0,natural gas
2016,July,Department of Corrections,CSP Colorado State Penitentiary I,1004,natural gas
2016,August,Department of Corrections,CSP Colorado State Penitentiary I,1265,natural gas
2016,September,Department of Corrections,CSP Colorado State Penitentiary I,1342,natural gas
2016,October,Department of Corrections,CSP Colorado State Penitentiary I,1885,natural gas
2016,November,Department of Corrections,CSP Colorado State Penitentiary I,2751,natural gas
2016,December,Department of Corrections,CSP Colorado State Penitentiary I,4675,natural gas
2017,January,Department of Corrections,CSP Colorado State Penitentiary I,4511,natural gas
2017,February,Department of Corrections,CSP Colorado State Penitentiary I,3223,natural gas
2017,March,Department of Corrections,CSP Colorado State Penitentiary I,2884,natural gas
2017,April,Department of Corrections,CSP Colorado State Penitentiary I,2709,natural gas
2017,May,Department of Corrections,CSP Colorado State Penitentiary I,2108,natural gas
2017,June,Department of Corrections,CSP Colorado State Penitentiary I,1293,natural gas
2016,July,Department of Corrections,CTCF Prison,982,natural gas
2016,August,Department of Corrections,CTCF Prison,981,natural gas
2016,September,Department of Corrections,CTCF Prison,1136,natural gas
2016,October,Department of Corrections,CTCF Prison,3559,natural gas
2016,November,Department of Corrections,CTCF Prison,4765,natural gas
2016,December,Department of Corrections,CTCF Prison,8234,natural gas
2017,January,Department of Corrections,CTCF Prison,7633,natural gas
2017,February,Department of Corrections,CTCF Prison,5597,natural gas
2017,March,Department of Corrections,CTCF Prison,5218,natural gas
2017,April,Department of Corrections,CTCF Prison,5053,natural gas
2017,May,Department of Corrections,CTCF Prison,3387,natural gas
2017,June,Department of Corrections,CTCF Prison,1050,natural gas
2016,July,Department of Corrections,Delta Correctional Center,403,natural gas
2016,August,Department of Corrections,Delta Correctional Center,537,natural gas
2016,September,Department of Corrections,Delta Correctional Center,531,natural gas
2016,October,Department of Corrections,Delta Correctional Center,1274,natural gas
2016,November,Department of Corrections,Delta Correctional Center,2213,natural gas
2016,December,Department of Corrections,Delta Correctional Center,2710,natural gas
2017,January,Department of Corrections,Delta Correctional Center,2004,natural gas
2017,February,Department of Corrections,Delta Correctional Center,1693,natural gas
2017,March,Department of Corrections,Delta Correctional Center,1210,natural gas
2017,April,Department of Corrections,Delta Correctional Center,861,natural gas
2017,May,Department of Corrections,Delta Correctional Center,679,natural gas
2017,June,Department of Corrections,Delta Correctional Center,545,natural gas
2016,July,Department of Corrections,Denver Oakland,4,natural gas
2016,August,Department of Corrections,Denver Oakland,10,natural gas
2016,September,Department of Corrections,Denver Oakland,41,natural gas
2016,October,Department of Corrections,Denver Oakland,78,natural gas
2016,November,Department of Corrections,Denver Oakland,95,natural gas
2016,December,Department of Corrections,Denver Oakland,320,natural gas
2017,January,Department of Corrections,Denver Oakland,345,natural gas
2017,February,Department of Corrections,Denver Oakland,219,natural gas
2017,March,Department of Corrections,Denver Oakland,129,natural gas
2017,April,Department of Corrections,Denver Oakland,142,natural gas
2017,May,Department of Corrections,Denver Oakland,83,natural gas
2017,June,Department of Corrections,Denver Oakland,18,natural gas
2016,July,Department of Corrections,Denver Rec & Diag Center,620,natural gas
2016,August,Department of Corrections,Denver Rec & Diag Center,578,natural gas
2016,September,Department of Corrections,Denver Rec & Diag Center,866,natural gas
2016,October,Department of Corrections,Denver Rec & Diag Center,1757,natural gas
2016,November,Department of Corrections,Denver Rec & Diag Center,2785,natural gas
2016,December,Department of Corrections,Denver Rec & Diag Center,5466,natural gas
2017,January,Department of Corrections,Denver Rec & Diag Center,4578,natural gas
2017,February,Department of Corrections,Denver Rec & Diag Center,3723,natural gas
2017,March,Department of Corrections,Denver Rec & Diag Center,2564,natural gas
2017,April,Department of Corrections,Denver Rec & Diag Center,2161,natural gas
2017,May,Department of Corrections,Denver Rec & Diag Center,1885,natural gas
2017,June,Department of Corrections,Denver Rec & Diag Center,817,natural gas
2016,July,Department of Corrections,Denver Womans Correctional Facility,2169,natural gas
2016,August,Department of Corrections,Denver Womans Correctional Facility,2078,natural gas
2016,September,Department of Corrections,Denver Womans Correctional Facility,2365,natural gas
2016,October,Department of Corrections,Denver Womans Correctional Facility,2829,natural gas
2016,November,Department of Corrections,Denver Womans Correctional Facility,3306,natural gas
2016,December,Department of Corrections,Denver Womans Correctional Facility,6277,natural gas
2017,January,Department of Corrections,Denver Womans Correctional Facility,5709,natural gas
2017,February,Department of Corrections,Denver Womans Correctional Facility,4676,natural gas
2017,March,Department of Corrections,Denver Womans Correctional Facility,3296,natural gas
2017,April,Department of Corrections,Denver Womans Correctional Facility,3829,natural gas
2017,May,Department of Corrections,Denver Womans Correctional Facility,2397,natural gas
2017,June,Department of Corrections,Denver Womans Correctional Facility,2613,natural gas
2016,July,Department of Corrections,ECCPC Admin Bldgs,4,natural gas
2016,August,Department of Corrections,ECCPC Admin Bldgs,5,natural gas
2016,September,Department of Corrections,ECCPC Admin Bldgs,13,natural gas
2016,October,Department of Corrections,ECCPC Admin Bldgs,97,natural gas
2016,November,Department of Corrections,ECCPC Admin Bldgs,219,natural gas
2016,December,Department of Corrections,ECCPC Admin Bldgs,668,natural gas
2017,January,Department of Corrections,ECCPC Admin Bldgs,568,natural gas
2017,February,Department of Corrections,ECCPC Admin Bldgs,347,natural gas
2017,March,Department of Corrections,ECCPC Admin Bldgs,263,natural gas
2017,April,Department of Corrections,ECCPC Admin Bldgs,243,natural gas
2017,May,Department of Corrections,ECCPC Admin Bldgs,104,natural gas
2017,June,Department of Corrections,ECCPC Admin Bldgs,7,natural gas
2016,July,Department of Corrections,ECCPC Complex - Gas,3,natural gas
2016,August,Department of Corrections,ECCPC Complex - Gas,5,natural gas
2016,September,Department of Corrections,ECCPC Complex - Gas,18,natural gas
2016,October,Department of Corrections,ECCPC Complex - Gas,26,natural gas
2016,November,Department of Corrections,ECCPC Complex - Gas,58,natural gas
2016,December,Department of Corrections,ECCPC Complex - Gas,138,natural gas
2017,January,Department of Corrections,ECCPC Complex - Gas,198,natural gas
2017,February,Department of Corrections,ECCPC Complex - Gas,123,natural gas
2017,March,Department of Corrections,ECCPC Complex - Gas,94,natural gas
2017,April,Department of Corrections,ECCPC Complex - Gas,50,natural gas
2017,May,Department of Corrections,ECCPC Complex - Gas,32,natural gas
2017,June,Department of Corrections,ECCPC Complex - Gas,6,natural gas
2016,July,Department of Corrections,FCF Fremont Correctional Facility,3408,natural gas
2016,August,Department of Corrections,FCF Fremont Correctional Facility,3345,natural gas
2016,September,Department of Corrections,FCF Fremont Correctional Facility,3303,natural gas
2016,October,Department of Corrections,FCF Fremont Correctional Facility,4764,natural gas
2016,November,Department of Corrections,FCF Fremont Correctional Facility,7654,natural gas
2016,December,Department of Corrections,FCF Fremont Correctional Facility,12445,natural gas
2017,January,Department of Corrections,FCF Fremont Correctional Facility,11840,natural gas
2017,February,Department of Corrections,FCF Fremont Correctional Facility,8482,natural gas
2017,March,Department of Corrections,FCF Fremont Correctional Facility,7624,natural gas
2017,April,Department of Corrections,FCF Fremont Correctional Facility,6899,natural gas
2017,May,Department of Corrections,FCF Fremont Correctional Facility,4639,natural gas
2017,June,Department of Corrections,FCF Fremont Correctional Facility,3140,natural gas
2016,July,Department of Corrections,FMCC Four Mile Correctional Center,534,natural gas
2016,August,Department of Corrections,FMCC Four Mile Correctional Center,601,natural gas
2016,September,Department of Corrections,FMCC Four Mile Correctional Center,614,natural gas
2016,October,Department of Corrections,FMCC Four Mile Correctional Center,992,natural gas
2016,November,Department of Corrections,FMCC Four Mile Correctional Center,1550,natural gas
2016,December,Department of Corrections,FMCC Four Mile Correctional Center,2592,natural gas
2017,January,Department of Corrections,FMCC Four Mile Correctional Center,2420,natural gas
2017,February,Department of Corrections,FMCC Four Mile Correctional Center,1700,natural gas
2017,March,Department of Corrections,FMCC Four Mile Correctional Center,1467,natural gas
2017,April,Department of Corrections,FMCC Four Mile Correctional Center,1150,natural gas
2017,May,Department of Corrections,FMCC Four Mile Correctional Center,743,natural gas
2017,June,Department of Corrections,FMCC Four Mile Correctional Center,609,natural gas
2016,July,Department of Corrections,International Correctional Mgmt Training Center,111,natural gas
2016,August,Department of Corrections,International Correctional Mgmt Training Center,136,natural gas
2016,September,Department of Corrections,International Correctional Mgmt Training Center,124,natural gas
2016,October,Department of Corrections,International Correctional Mgmt Training Center,161,natural gas
2016,November,Department of Corrections,International Correctional Mgmt Training Center,375,natural gas
2016,December,Department of Corrections,International Correctional Mgmt Training Center,941,natural gas
2017,January,Department of Corrections,International Correctional Mgmt Training Center,904,natural gas
2017,February,Department of Corrections,International Correctional Mgmt Training Center,581,natural gas
2017,March,Department of Corrections,International Correctional Mgmt Training Center,489,natural gas
2017,April,Department of Corrections,International Correctional Mgmt Training Center,463,natural gas
2017,May,Department of Corrections,International Correctional Mgmt Training Center,220,natural gas
2017,June,Department of Corrections,International Correctional Mgmt Training Center,124,natural gas
2016,July,Department of Corrections,Limon Correctional Facility,1068,natural gas
2016,August,Department of Corrections,Limon Correctional Facility,1226,natural gas
2016,September,Department of Corrections,Limon Correctional Facility,1149,natural gas
2016,October,Department of Corrections,Limon Correctional Facility,1808,natural gas
2016,November,Department of Corrections,Limon Correctional Facility,2924,natural gas
2016,December,Department of Corrections,Limon Correctional Facility,4424,natural gas
2017,January,Department of Corrections,Limon Correctional Facility,3933,natural gas
2017,February,Department of Corrections,Limon Correctional Facility,3001,natural gas
2017,March,Department of Corrections,Limon Correctional Facility,2608,natural gas
2017,April,Department of Corrections,Limon Correctional Facility,2213,natural gas
2017,May,Department of Corrections,Limon Correctional Facility,1992,natural gas
2017,June,Department of Corrections,Limon Correctional Facility,1086,natural gas
2016,July,Department of Corrections,Longmont Parole Office,0,natural gas
2016,August,Department of Corrections,Longmont Parole Office,0,natural gas
2016,September,Department of Corrections,Longmont Parole Office,0,natural gas
2016,October,Department of Corrections,Longmont Parole Office,1,natural gas
2016,November,Department of Corrections,Longmont Parole Office,3,natural gas
2016,December,Department of Corrections,Longmont Parole Office,23,natural gas
2017,January,Department of Corrections,Longmont Parole Office,33,natural gas
2017,February,Department of Corrections,Longmont Parole Office,18,natural gas
2017,March,Department of Corrections,Longmont Parole Office,14,natural gas
2017,April,Department of Corrections,Longmont Parole Office,6,natural gas
2017,May,Department of Corrections,Longmont Parole Office,1,natural gas
2017,June,Department of Corrections,Longmont Parole Office,0,natural gas
2016,July,Department of Corrections,SCC Skyline Correctional Center,141,natural gas
2016,August,Department of Corrections,SCC Skyline Correctional Center,139,natural gas
2016,September,Department of Corrections,SCC Skyline Correctional Center,144,natural gas
2016,October,Department of Corrections,SCC Skyline Correctional Center,452,natural gas
2016,November,Department of Corrections,SCC Skyline Correctional Center,840,natural gas
2016,December,Department of Corrections,SCC Skyline Correctional Center,1233,natural gas
2017,January,Department of Corrections,SCC Skyline Correctional Center,764,natural gas
2017,February,Department of Corrections,SCC Skyline Correctional Center,788,natural gas
2017,March,Department of Corrections,SCC Skyline Correctional Center,749,natural gas
2017,April,Department of Corrections,SCC Skyline Correctional Center,434,natural gas
2017,May,Department of Corrections,SCC Skyline Correctional Center,291,natural gas
2017,June,Department of Corrections,SCC Skyline Correctional Center,179,natural gas
2016,July,Department of Corrections,Sterling Correctional Facility,3953,natural gas
2016,August,Department of Corrections,Sterling Correctional Facility,4758,natural gas
2016,September,Department of Corrections,Sterling Correctional Facility,5030,natural gas
2016,October,Department of Corrections,Sterling Correctional Facility,5995,natural gas
2016,November,Department of Corrections,Sterling Correctional Facility,6323,natural gas
2016,December,Department of Corrections,Sterling Correctional Facility,13922,natural gas
2017,January,Department of Corrections,Sterling Correctional Facility,12469,natural gas
2017,February,Department of Corrections,Sterling Correctional Facility,8984,natural gas
2017,March,Department of Corrections,Sterling Correctional Facility,8641,natural gas
2017,April,Department of Corrections,Sterling Correctional Facility,6748,natural gas
2017,May,Department of Corrections,Sterling Correctional Facility,7036,natural gas
2017,June,Department of Corrections,Sterling Correctional Facility,5104,natural gas
2016,July,Department of Corrections,Training Academy,0,natural gas
2016,August,Department of Corrections,Training Academy,0,natural gas
2016,September,Department of Corrections,Training Academy,0,natural gas
2016,October,Department of Corrections,Training Academy,3,natural gas
2016,November,Department of Corrections,Training Academy,11,natural gas
2016,December,Department of Corrections,Training Academy,99,natural gas
2017,January,Department of Corrections,Training Academy,111,natural gas
2017,February,Department of Corrections,Training Academy,64,natural gas
2017,March,Department of Corrections,Training Academy,46,natural gas
2017,April,Department of Corrections,Training Academy,25,natural gas
2017,May,Department of Corrections,Training Academy,10,natural gas
2017,June,Department of Corrections,Training Academy,2,natural gas
2016,July,Department of Corrections,Trinidad Correctional Facility,1156,natural gas
2016,August,Department of Corrections,Trinidad Correctional Facility,1003,natural gas
2016,September,Department of Corrections,Trinidad Correctional Facility,1077,natural gas
2016,October,Department of Corrections,Trinidad Correctional Facility,1084,natural gas
2016,November,Department of Corrections,Trinidad Correctional Facility,1240,natural gas
2016,December,Department of Corrections,Trinidad Correctional Facility,1918,natural gas
2017,January,Department of Corrections,Trinidad Correctional Facility,2895,natural gas
2017,February,Department of Corrections,Trinidad Correctional Facility,2940,natural gas
2017,March,Department of Corrections,Trinidad Correctional Facility,1986,natural gas
2017,April,Department of Corrections,Trinidad Correctional Facility,1642,natural gas
2017,May,Department of Corrections,Trinidad Correctional Facility,1677,natural gas
2017,June,Department of Corrections,Trinidad Correctional Facility,1415,natural gas
2016,July,Department of Corrections,WPO Grand Junction Parole Office,0,natural gas
2016,August,Department of Corrections,WPO Grand Junction Parole Office,0,natural gas
2016,September,Department of Corrections,WPO Grand Junction Parole Office,0,natural gas
2016,October,Department of Corrections,WPO Grand Junction Parole Office,8,natural gas
2016,November,Department of Corrections,WPO Grand Junction Parole Office,15,natural gas
2016,December,Department of Corrections,WPO Grand Junction Parole Office,45,natural gas
2017,January,Department of Corrections,WPO Grand Junction Parole Office,54,natural gas
2017,February,Department of Corrections,WPO Grand Junction Parole Office,44,natural gas
2017,March,Department of Corrections,WPO Grand Junction Parole Office,25,natural gas
2017,April,Department of Corrections,WPO Grand Junction Parole Office,13,natural gas
2017,May,Department of Corrections,WPO Grand Junction Parole Office,9,natural gas
2017,June,Department of Corrections,WPO Grand Junction Parole Office,3,natural gas
2016,July,Department of Corrections,Youthful Offenders,3,natural gas
2016,August,Department of Corrections,Youthful Offenders,3,natural gas
2016,September,Department of Corrections,Youthful Offenders,3,natural gas
2016,October,Department of Corrections,Youthful Offenders,7,natural gas
2016,November,Department of Corrections,Youthful Offenders,23,natural gas
2016,December,Department of Corrections,Youthful Offenders,121,natural gas
2017,January,Department of Corrections,Youthful Offenders,131,natural gas
2017,February,Department of Corrections,Youthful Offenders,57,natural gas
2017,March,Department of Corrections,Youthful Offenders,35,natural gas
2017,April,Department of Corrections,Youthful Offenders,48,natural gas
2017,May,Department of Corrections,Youthful Offenders,24,natural gas
2017,June,Department of Corrections,Youthful Offenders,3,natural gas
2014,July,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2014,August,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2014,September,Department of Corrections,Colorado Mental Health Institution Pueblo,942,diesel fuel
2014,October,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2014,November,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2014,December,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2015,January,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2015,February,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2015,March,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2015,April,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2015,May,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2015,June,Department of Corrections,Colorado Mental Health Institution Pueblo,1000,diesel fuel
2014,July,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2014,August,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2014,September,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2014,October,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2014,November,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2014,December,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2015,January,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2015,February,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2015,March,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2015,April,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2015,May,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2015,June,Department of Corrections,CSP Colorado State Penitentiary I,95,diesel fuel
2016,July,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2016,August,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2016,September,Department of Corrections,Colorado Mental Health Institution Pueblo,1000,diesel fuel
2016,October,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2016,November,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2016,December,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2017,January,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2017,February,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2017,March,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2017,April,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2017,May,Department of Corrections,Colorado Mental Health Institution Pueblo,100,diesel fuel
2017,June,Department of Corrections,Colorado Mental Health Institution Pueblo,0,diesel fuel
2016,July,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2016,August,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2016,September,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2016,October,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2016,November,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2016,December,Department of Corrections,CSP Colorado State Penitentiary I,455,diesel fuel
2017,January,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2017,February,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2017,March,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2017,April,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2017,May,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2017,June,Department of Corrections,CSP Colorado State Penitentiary I,0,diesel fuel
2014,July,Department of Corrections,Buena Vista Correctional Facility,0,propane
2014,August,Department of Corrections,Buena Vista Correctional Facility,0,propane
2014,September,Department of Corrections,Buena Vista Correctional Facility,0,propane
2014,October,Department of Corrections,Buena Vista Correctional Facility,9472,propane
2014,November,Department of Corrections,Buena Vista Correctional Facility,0,propane
2014,December,Department of Corrections,Buena Vista Correctional Facility,0,propane
2015,January,Department of Corrections,Buena Vista Correctional Facility,0,propane
2015,February,Department of Corrections,Buena Vista Correctional Facility,0,propane
2015,March,Department of Corrections,Buena Vista Correctional Facility,0,propane
2015,April,Department of Corrections,Buena Vista Correctional Facility,0,propane
2015,May,Department of Corrections,Buena Vista Correctional Facility,0,propane
2015,June,Department of Corrections,Buena Vista Correctional Facility,0,propane
2014,July,Department of Corrections,CI Canon Correctional Industries,2269,propane
2014,August,Department of Corrections,CI Canon Correctional Industries,1778,propane
2014,September,Department of Corrections,CI Canon Correctional Industries,2517,propane
2014,October,Department of Corrections,CI Canon Correctional Industries,2585,propane
2014,November,Department of Corrections,CI Canon Correctional Industries,4921,propane
2014,December,Department of Corrections,CI Canon Correctional Industries,6080,propane
2015,January,Department of Corrections,CI Canon Correctional Industries,7598,propane
2015,February,Department of Corrections,CI Canon Correctional Industries,6398,propane
2015,March,Department of Corrections,CI Canon Correctional Industries,5747,propane
2015,April,Department of Corrections,CI Canon Correctional Industries,4144,propane
2015,May,Department of Corrections,CI Canon Correctional Industries,2458,propane
2015,June,Department of Corrections,CI Canon Correctional Industries,1090,propane
2014,July,Department of Corrections,Rifle Correctional Center,0,propane
